program_name,required_subjects,expanded_score_dict,group,score_dict
國立政治大學 統計學系(甲組),"['英', '數A', '國英數A社']","{'英': 12, '數A': 12, '國': 12, '社': 12}",管理,"{'英': 11.58736223190269, '數A': 12.044099291528225, '國英數A社': 48.69882907088929}"
國立政治大學 經濟學系,"['英', '數A社']","{'英': 13, '數A': 10, '社': 10}",財經,"{'英': 13.313112348649268, '數A社': 20.64263223061665}"
國立政治大學 英國語文學系,"['英', '國英數B社']","{'英': 13, '國': 13, '數B': 13, '社': 13}",文史哲,"{'英': 13.99495004191806, '國英數B社': 51.66065319245436}"
國立政治大學 財務管理學系,"['國', '英數A', '國英數A']","{'國': 13, '英': 13, '數A': 13}",管理,"{'國': 14.0, '英數A': 25.716281363343345, '國英數A': 39.0}"
國立政治大學 財政學系,"['國', '英', '數A', '國英數A']","{'國': 12, '英': 12, '數A': 12}",財經,"{'國': 12.687202424457904, '英': 12.913591606730447, '數A': 9.800176287827668, '國英數A': 34.807614873426715}"
國立政治大學 資訊科學系,"['數A', '國英數A自']","{'數A': 12, '國': 12, '英': 12, '自': 12}",資訊,"{'數A': 12.62361013239101, '國英數A自': 48.40905287461978}"
國立政治大學 資訊科學系(資安組),"['數A', '國英數A自']","{'數A': 12, '國': 12, '英': 12, '自': 12}",資訊,"{'數A': 11.0, '國英數A自': 49.04699402233136}"
國立政治大學 資訊管理學系,"['國', '英', '數A']","{'國': 13, '英': 14, '數A': 9}",資訊,"{'國': 13.0, '英': 13.688500445741758, '數A': 8.720069514417204}"
國立政治大學 金融學系,"['英數A', '國英數A']","{'英': 12, '數A': 12, '國': 12}",財經,"{'英數A': 25.0361555791336, '國英數A': 36.85370983930365}"
國立政治大學 阿拉伯語文學系,"['國', '英', '社']","{'國': 12, '英': 13, '社': 8}",文史哲,"{'國': 12.0, '英': 13.0, '社': 8.088349022435953}"
國立政治大學 韓國語文學系,"['國', '英社']","{'國': 14, '英': 13, '社': 13}",文史哲,"{'國': 13.66880291572294, '英社': 26.0}"
國立政治大學 風險管理與保險學系,"['國英數A', '國英數A社']","{'國': 12, '英': 12, '數A': 12, '社': 12}",管理,"{'國英數A': 36.02880596456647, '國英數A社': 48.92016286492947}"
國立暨南國際大學 中國語文學系,"['國', '社']","{'國': 13, '社': 10}",文史哲,"{'國': 12.668629257617892, '社': 10.030775669442509}"
國立暨南國際大學 公共行政與政策學系,"['國', '英']","{'國': 11, '英': 8}",法政,"{'國': 10.687202424457904, '英': 8.143824200161028}"
國立暨南國際大學 國際企業學系,['國英'],"{'國': 8, '英': 8}",管理,{'國英': 16.5}
國立暨南國際大學 國際文教與比較教育學系,['英'],{'英': 8},管理,{'英': 8.411508727353132}
國立暨南國際大學 土木工程學系,"['數A', '自']","{'數A': 6, '自': 11}",工程,"{'數A': 6.2706229955967885, '自': 11.0}"
國立暨南國際大學 外國語文學系,['英'],{'英': 12},文史哲,{'英': 12.0}
國立暨南國際大學 應用化學系,"['數A', '自']","{'數A': 7, '自': 11}",數理化,"{'數A': 7.0, '自': 11.0}"
國立暨南國際大學 應用材料及光電工程學系,"['數A', '自']","{'數A': 9, '自': 10}",工程,"{'數A': 9.393610583306703, '自': 9.98671277441199}"
國立暨南國際大學 教育學院學士班教育心理與輔導組,['國英數B'],"{'國': 10, '英': 10, '數B': 10}",社會心理,{'國英數B': 30.5}
國立暨南國際大學 教育學院學士班教育科技與數位學習組,['國數B社'],"{'國': 10, '數B': 10, '社': 10}",工程,{'國數B社': 31.0}
國立暨南國際大學 教育政策與行政學系,"['國', '社']","{'國': 12, '社': 9}",教育,"{'國': 12.0, '社': 9.220901076968616}"
國立暨南國際大學 東南亞學系,"['英', '社']","{'英': 9, '社': 8}",未分類,"{'英': 8.853571822106897, '社': 7.629598264061061}"
國立暨南國際大學 歷史學系,"['國', '社']","{'國': 11, '社': 13}",文史哲,"{'國': 10.64864752499868, '社': 13.138684264657924}"
國立暨南國際大學 社會政策與社會工作學系,"['社', '國英']","{'社': 12, '國': 11, '英': 11}",社會心理,"{'社': 11.688912814326477, '國英': 21.346320385558816}"
國立暨南國際大學 科技學院學士班,"['數A', '自']","{'數A': 9, '自': 10}",工程,"{'數A': 9.0, '自': 9.737190872768524}"
國立暨南國際大學 管理學院學士班,['英'],{'英': 10},數理化,{'英': 9.749231290705277}
國立暨南國際大學 經濟學系,['國英'],"{'國': 9, '英': 9}",財經,{'國英': 18.42948105820281}
國立暨南國際大學 觀光休閒與餐旅管理學系觀光休閒組,['國'],{'國': 11},管理,{'國': 10.631126716318091}
國立暨南國際大學 觀光休閒與餐旅管理學系餐旅管理組,['英'],{'英': 6},管理,{'英': 6.3527907816659}
國立暨南國際大學 諮商心理與人力資源發展學系終身學習與人力資源發展組,['國英'],"{'國': 10, '英': 10}",社會心理,{'國英': 20.0}
國立暨南國際大學 諮商心理與人力資源發展學系諮商心理組,['英數B社'],"{'英': 10, '數B': 10, '社': 10}",社會心理,{'英數B社': 29.4}
國立暨南國際大學 護理學系,['英自'],"{'英': 9, '自': 9}",醫藥衛生,{'英自': 17.118747901265287}
國立暨南國際大學 財務金融學系,['英數B'],"{'英': 9, '數B': 9}",管理,{'英數B': 18.0}
國立暨南國際大學 資訊工程學系,"['英', '數A']","{'英': 10, '數A': 10}",工程,"{'英': 9.662385614694625, '數A': 10.168077585376391}"
國立暨南國際大學 資訊管理學系,['英數B'],"{'英': 9, '數B': 9}",資訊,{'英數B': 18.33333333333333}
國立暨南國際大學 電機工程學系,"['英自', '國英自']","{'英': 10, '自': 10, '國': 10}",工程,"{'英自': 22.67953795368668, '國英自': 29.52646037544071}"
國立東華大學 中國語文學系,"['國', '社']","{'國': 13, '社': 13}",文史哲,"{'國': 12.666666666666666, '社': 12.666666666666666}"
國立東華大學 企業管理學系經營管理組,"['英', '數B']","{'英': 14, '數B': 13}",管理,"{'英': 13.919446751007875, '數B': 12.799242067730733}"
國立東華大學 光電工程學系,"['自', '國英數A自']","{'自': 8, '國': 8, '英': 8, '數A': 8}",工程,"{'自': 10.632241985916684, '國英數A自': 32.274017824169235}"
國立東華大學 公共行政學系,"['國', '社']","{'國': 12, '社': 12}",法政,"{'國': 12.341866963796187, '社': 11.733697133684007}"
國立東華大學 化學系,"['數A', '自']","{'數A': 4, '自': 10}",數理化,"{'數A': 4.205517814117276, '自': 10.059913942526316}"
國立東華大學 原住民族樂舞與藝術學士學位學程,['社'],{'社': 11},社會心理,{'社': 11.0}
國立東華大學 國際企業學系,"['英', '數B']","{'英': 8, '數B': 7}",管理,"{'英': 7.750384831595782, '數B': 7.216140737305491}"
國立東華大學 幼兒教育學系,"['國', '社']","{'國': 10, '社': 10}",教育,"{'國': 10.358641508900543, '社': 10.00431444431685}"
國立東華大學 應用數學系數學科學組,['數A'],{'數A': 8},數理化,{'數A': 7.988978319301174}
國立東華大學 應用數學系統計科學組,['數A'],{'數A': 8},數理化,{'數A': 7.668407771389295}
國立東華大學 教育與潛能開發學系,"['國', '英']","{'國': 11, '英': 7}",教育,"{'國': 11.0, '英': 6.658331916650115}"
國立東華大學 教育行政與管理學系,"['國', '社']","{'國': 12, '社': 12}",管理,"{'國': 11.64864752499868, '社': 11.655979315751424}"
國立東華大學 族群關係與文化學系,['國英社'],"{'國': 9, '英': 9, '社': 9}",數理化,{'國英社': 27.13888218972173}
國立東華大學 會計學系,['英'],{'英': 9},管理,{'英': 9.047941400053675}
國立東華大學 材料科學與工程學系,['國英數A自'],"{'國': 10, '英': 10, '數A': 10, '自': 10}",工程,{'國英數A自': 40.47071375179487}
國立東華大學 歷史學系,['社'],{'社': 12},文史哲,{'社': 11.77406916373987}
國立東華大學 民族發展與社會工作學系民族發展組,"['國', '社']","{'國': 9, '社': 10}",社會心理,"{'國': 9.0, '社': 10.0}"
國立東華大學 民族發展與社會工作學系社會工作組,"['國', '社']","{'國': 9, '社': 10}",社會心理,"{'國': 9.0, '社': 10.0}"
國立東華大學 民族語言與傳播學系,"['國', '社']","{'國': 8, '社': 10}",社會心理,"{'國': 8.138045504286588, '社': 9.611556792543272}"
國立東華大學 法律學系,"['國', '國英社']","{'國': 12, '英': 12, '社': 12}",法政,"{'國': 12.999271914146824, '國英社': 34.957520823236905}"
國立東華大學 物理學系奈米與光電科學組,['自'],{'自': 12},工程,{'自': 11.80511917343124}
國立東華大學 物理學系物理組,['自'],{'自': 10},數理化,{'自': 10.3743269671178}
國立東華大學 特殊教育學系,"['國', '社']","{'國': 11, '社': 11}",教育,"{'國': 11.320679245549728, '社': 11.0}"
國立東華大學 理工學院大數據科學國際學士班,"['英', '數A']","{'英': 6, '數A': 7}",管理,"{'英': 6.0, '數A': 7.0}"
國立東華大學 生化暨分子醫學科學系,['英自'],"{'英': 9, '自': 9}",醫藥衛生,{'英自': 18.0}
國立東華大學 社會學系,"['社', '國社']","{'社': 9, '國': 9}",社會心理,"{'社': 12.523472367531994, '國社': 18.0}"
國立東華大學 管理學院數位行銷與服務創新國際學士班,"['英', '數B']","{'英': 8, '數B': 4}",數理化,"{'英': 8.0, '數B': 4.0}"
國立東華大學 管理學院會計與資訊管理國際學士班智慧會計與風險管理組,['國英數A'],"{'國': 6, '英': 6, '數A': 6}",資訊,{'國英數A': 17.43277003879212}
國立東華大學 管理學院會計與資訊管理國際學士班會計資訊與電腦稽核組,['國英數B'],"{'國': 7, '英': 7, '數B': 7}",資訊,{'國英數B': 22.0}
國立東華大學 管理學院管理科學與財金國際學士學位學程,['國英數B'],"{'國': 8, '英': 8, '數B': 8}",數理化,{'國英數B': 24.903454373069994}
國立東華大學 經濟學系,"['英', '數B']","{'英': 5, '數B': 9}",財經,"{'英': 4.74158646781898, '數B': 8.957147542448164}"
國立東華大學 縱谷跨域書院學士學位學程,"['國', '社']","{'國': 11, '社': 6}",跨領域,"{'國': 10.666933059477389, '社': 6.5}"
國立東華大學 自然資源與環境學系,"['英', '自']","{'英': 5, '自': 10}",數理化,"{'英': 4.972568001320037, '自': 9.700586912771469}"
國立東華大學 臺灣文化學系,['社'],{'社': 11},數理化,{'社': 11.47224781677607}
國立東華大學 英美語文學系,['英'],{'英': 11},文史哲,{'英': 10.626224697298536}
國立東華大學 華文文學系,['國'],{'國': 12},文史哲,{'國': 11.594356144395473}
國立東華大學 觀光暨休閒遊憩學系,"['國', '英社']","{'國': 11, '英': 8, '社': 8}",遊憩運動,"{'國': 11.0, '英社': 17.0}"
國立東華大學 諮商與臨床心理學系,"['英', '數B']","{'英': 8, '數B': 8}",社會心理,"{'英': 8.204011751956077, '數B': 8.196366836755491}"
國立東華大學 財務金融學系,"['英', '國英數B']","{'英': 8, '國': 8, '數B': 8}",管理,"{'英': 10.66086777734723, '國英數B': 24.84859442728296}"
國立東華大學 資訊工程學系國際組,"['英', '數A']","{'英': 9, '數A': 7}",工程,"{'英': 9.295253954547514, '數A': 6.714104676990551}"
國立東華大學 資訊工程學系國際組(資安組),"['英', '數A']","{'英': 7, '數A': 7}",工程,"{'英': 7.41263776809731, '數A': 7.0}"
國立東華大學 資訊工程學系資工組,"['英', '數A']","{'英': 6, '數A': 9}",工程,"{'英': 6.188511668739802, '數A': 8.998491759575124}"
國立東華大學 資訊工程學系資工組(資安組),"['英', '數A']","{'英': 6, '數A': 8}",工程,"{'英': 5.825275536194622, '數A': 8.0}"
國立東華大學 資訊管理學系(資安組),['國英數A'],"{'國': 5, '英': 5, '數A': 5}",資訊,{'國英數A': 15.0}
國立東華大學 資訊管理學系人工智慧與大數據組,['國英數A'],"{'國': 8, '英': 8, '數A': 8}",資訊,{'國英數A': 24.65746694949504}
國立東華大學 資訊管理學系智慧商務與知識管理組,['國英數B'],"{'國': 11, '英': 11, '數B': 11}",資訊,{'國英數B': 31.65379836441473}
國立東華大學 電機工程學系半導體工程組,"['自', '英數A自']","{'自': 10, '英': 10, '數A': 10}",工程,"{'自': 11.896330602066262, '英數A自': 29.90355552312485}"
國立東華大學 電機工程學系智慧系統組,"['數A', '英數A自']","{'數A': 9, '英': 9, '自': 9}",工程,"{'數A': 10.0, '英數A自': 26.306048280276727}"
國立清華大學 中國文學系乙組(華語文教學組),"['國', '英', '數B', '社']","{'國': 13, '英': 12, '數B': 7, '社': 12}",文史哲,"{'國': 12.90108982203498, '英': 11.59866609489473, '數B': 7.324411261193405, '社': 11.666112811628832}"
國立清華大學 中國文學系甲組(一般組),"['國', '英', '社']","{'國': 14, '英': 11, '社': 11}",文史哲,"{'國': 13.64864752499868, '英': 11.329397416705286, '社': 11.44916640271811}"
國立清華大學 人文社會學院學士班,['國英數B社'],"{'國': 12, '英': 12, '數B': 12, '社': 12}",社會心理,{'國英數B社': 48.66295094712655}
國立清華大學 動力機械工程學系,"['英數A自', '國英數A自']","{'英': 13, '數A': 13, '自': 13, '國': 13}",工程,"{'英數A自': 33.26137450825117, '國英數A自': 52.0}"
國立清華大學 化學工程學系,['英數A自'],"{'英': 13, '數A': 13, '自': 13}",工程,{'英數A自': 39.6}
國立清華大學 化學系,"['英', '數A', '自']","{'英': 11, '數A': 12, '自': 13}",數理化,"{'英': 11.1581461072524, '數A': 11.855525199140333, '自': 12.679973374340992}"
國立清華大學 原子科學院學士班,['國英數A自'],"{'國': 13, '英': 13, '數A': 13, '自': 13}",跨領域,{'國英數A自': 51.91235266200802}
國立清華大學 外國語文學系,['國英'],"{'國': 14, '英': 14}",文史哲,{'國英': 28.0}
國立清華大學 工學院學士班,['國英數A自'],"{'國': 13, '英': 13, '數A': 13, '自': 13}",跨領域,{'國英數A自': 53.70849422699793}
國立清華大學 工業工程與工程管理學系,"['國自', '英數A']","{'國': 13, '自': 13, '英': 12, '數A': 12}",工程,"{'國自': 25.004278073898003, '英數A': 24.68412125421992}"
國立清華大學 工程與系統科學系乙組(智慧奈米系統組),['國英數A自'],"{'國': 13, '英': 13, '數A': 13, '自': 13}",工程,{'國英數A自': 51.78947396788951}
國立清華大學 工程與系統科學系甲組(低碳綠能組),['國英數A自'],"{'國': 12, '英': 12, '數A': 12, '自': 12}",工程,{'國英數A自': 49.7285107307416}
國立清華大學 幼兒教育學系,"['國', '英', '社']","{'國': 13, '英': 11, '社': 12}",教育,"{'國': 12.511390083000297, '英': 11.1581461072524, '社': 11.652718290874796}"
國立清華大學 教育心理與諮商學系,"['英', '國英數B']","{'英': 13, '國': 13, '數B': 13}",社會心理,"{'英': 13.665552625212776, '國英數B': 38.33018599614711}"
國立清華大學 教育與學習科技學系,"['國', '英', '社']","{'國': 13, '英': 11, '社': 11}",工程,"{'國': 13.0, '英': 11.047941400053675, '社': 11.367458688395988}"
國立清華大學 數學系乙組(應用數學組),"['英數A', '英數A自']","{'英': 12, '數A': 12, '自': 12}",數理化,"{'英數A': 20.146937855949258, '英數A自': 36.69395171972327}"
國立清華大學 數學系甲組(數學組),"['數A自', '英數A自']","{'數A': 13, '自': 13, '英': 13}",數理化,"{'數A自': 25.38482038215919, '英數A自': 37.90355552312485}"
國立清華大學 材料科學工程學系,"['英', '數A', '自']","{'英': 14, '數A': 12, '自': 14}",工程,"{'英': 14.0, '數A': 12.19508208277892, '自': 13.796579978624866}"
國立清華大學 清華學院學士班甲組(不分系招生–創新設計),"['英', '英數A']","{'英': 12, '數A': 12}",建築設計,"{'英': 13.661796465773364, '英數A': 23.971894006604767}"
國立清華大學 物理學系光電物理組,"['數A', '數A自']","{'數A': 12, '自': 12}",資訊,"{'數A': 12.991888832755494, '數A自': 25.0}"
國立清華大學 物理學系物理組(乙組天文物理組),"['數A', '數A自']","{'數A': 11, '自': 11}",數理化,"{'數A': 14.58010413623558, '數A自': 22.666666666666668}"
國立清華大學 物理學系物理組(甲組一般組),"['數A', '數A自']","{'數A': 13, '自': 13}",數理化,"{'數A': 9.737335678738408, '數A自': 25.33333333333333}"
